Year,Title,Authors,Number of authors,Abstract,Citations,Paper file
1989,Effects of Firing Synchrony on Signal Propagation in Layered Networks,"G. Kenyon, Eberhard Fetz, R. Puff",3,"Spiking  neurons  which  integrate  to  threshold  and  fire  were  used  to  study  the  transmission  of  frequency  modulated  (FM)  signals  through  layered networks.  Firing correlations  between cells  in  the  input  layer  were  found  to  modulate  the  transmission  of  FM  sig(cid:173) nals  under  certain dynamical  conditions.  A  tonic  level  of activity  was  maintained  by  providing  each  cell  with  a  source  of Poisson(cid:173) distributed  synaptic  input.  When  the  average  membrane  depo(cid:173) larization  produced  by  the  synaptic  input  was  sufficiently  below  threshold,  the  firing  correlations  between  cells  in  the  input  layer  could greatly amplify the signal present in subsequent layers.  When  the  depolarization was sufficiently close  to threshold,  however,  the  firing  synchrony  between cells  in the  initial layers could  no  longer  effect  the propagation of FM  signals.  In this latter case,  integrate(cid:173) and-fire  neurons  could  be  effectively  modeled  by  simpler  analog  elements governed by a  linear input-output relation.",0,https://papers.nips.cc/paper_files/paper/1989/file/115f89503138416a242f40fb7d7f338e-Paper.pdf
1989,Acoustic-Imaging Computations by Echolocating Bats: Unification of Diversely-Represented Stimulus Features into Whole Images,James Simmons,1,"The  echolocating  bat,  Eptesicus fuscus,  perceives  the  distance  to  sonar  targets  from  the  delay  of echoes  and  the  shape  of targets  from  the  spectrum  of echoes.  However,  shape  is  perceived  in  terms  of the  target's  range  proftle.  The  time  separation  of echo  components from  parts of the target located at  different  distances  is  reconstructed  from  the  echo  spectrum  and  added  to  the  estimate  of absolute  delay  already  derived  from  the  arrival-time  of  echoes.  The  bat  thus  perceives  the  distance  to  targets  and  range  depth  within  dimension,  which  is  computed.  The  image  corresponds  to  the  crosscorrelation  function  of  echoes.  Fusion  of  physiologically  distinct  time- and  frequency-domain  representations  into  a  fmal,  common  time-domain  image  illustrates  the  binding  of  within(cid:173) modality  features  into  a  unified,  whole  image.  To  support  the  structure  of  images  along  the  dimension  of  range,  bats  can  perceive echo  delay  with a hyperacuity of 10  nanoseconds. ",0,https://papers.nips.cc/paper_files/paper/1989/file/13fe9d84310e77f13a6d184dbf1232f3-Paper.pdf
1989,Time Dependent Adaptive Neural Networks,Fernando Pineda,1,"A  comparison  of algorithms  that minimize error functions  to  train  the  trajectories of recurrent networks, reveals how complexity is traded off for  causality.  These  algorithms  are  also  related  to  time-independent  fonnalisms.  It is  suggested  that  causal  and  scalable  algorithms  are  possible  when  the  activation  dynamics  of  adaptive  neurons  is  fast  compared  to  the  behavior  to  be  learned.  Standard  continuous-time  recurrent backpropagation is used in an example.",0,https://papers.nips.cc/paper_files/paper/1989/file/1534b76d325a8f591b52d302e7181331-Paper.pdf
1989,Neural Network Visualization,"Jakub Wejchert, Gerald Tesauro",2,"We  have developed graphics  to visualize  static and dynamic infor(cid:173) mation in layered neural network learning systems.  Emphasis  was  placed  on  creating new  visuals  that  make  use  of spatial arrange(cid:173) ments,  size  information,  animation  and  color.  We  applied  these  tools  to  the  study  of back-propagation learning of simple  Boolean  predicates,  and  have  obtained  new  insights  into  the  dynamics  of  the learning process.",0,https://papers.nips.cc/paper_files/paper/1989/file/16a5cdae362b8d27a1d8f8c7b78b4330-Paper.pdf
1989,Discovering the Structure of a Reactive Environment by Exploration,"Michael C. Mozer, Jonathan Bachrach",2,"Consider a robot wandering around an unfamiliar environment. performing ac(cid:173) tions and sensing the resulting environmental states.  The robot's task is to con(cid:173) struct an internal model of its environment. a model that will allow it to predict  the consequences of its actions  and to determine what sequences of actions  to  take  to  reach  particular  goal  states.  Rivest  and  Schapire  (1987&,  1987b;  Schapire.  1988) have studied this problem and have designed a symbolic algo(cid:173) rithm  to  strategically explore  and infer the  structure of ""finite state""  environ(cid:173) ments.  The heart of this algorithm is a clever representation of the environment  called an update graph.  We have developed a connectionist implementation of  the update  graph using  a highly-specialized network  architecture.  With  back  propagation learning and a trivial exploration strategy - tions - gorithm on simple problems.  The network has  the  additional  strength  that it  can accommodate stochastic environments.  Perhaps the  greatest virtue of the  connectionist  approach  is  that  it suggests  generalizations of the update graph  representation that do not arise from a traditional, symbolic perspective. ",0,https://papers.nips.cc/paper_files/paper/1989/file/1700002963a49da13542e0726b7bb758-Paper.pdf
1989,A Self-organizing Associative Memory System for Control Applications,Michael Hormel,1,"The  CHAC  storage  scheme  has  been  used  as  a  basis  for  a  software  implementation  of  an  associative  .emory  system  AHS,  which  itself  is  a  major  part  of  the  learning  control  loop  LERNAS.  A  major  this  CHAC-concept  is  that  the  disadvantage  of  degree  of  local  generalization  (area  of  interpo(cid:173) lation)  is  fixed.  This  paper  deals  with  an  algo(cid:173) rithm  for  self-organizing  variable  generaliza(cid:173) tion  for  the  AKS,  based  on  ideas  of  T.  Kohonen.",0,https://papers.nips.cc/paper_files/paper/1989/file/19f3cd308f1455b3fa09a282e0d496f4-Paper.pdf
1989,Complexity of Finite Precision Neural Network Classifier,"Amir Dembo, Kai-Yeung Siu, Thomas Kailath",3,"A rigorous analysis on the finite  precision computational <)Spects  of  neural  network as  a  pattern  classifier  via a  probabilistic  approach  is  presented.  Even though there exist negative results on  the capa(cid:173) bility of perceptron,  we  show  the following  positive results:  Given  n  pattern vectors each represented by en bits where  e > 1,  that are  uniformly  distributed,  with  high  probability  the  perceptron  can  perform  all  possible  binary  classifications  of the  patterns.  More(cid:173) over, the resulting neural network requires a  vanishingly small pro(cid:173) portion O(log n/n) of the memory that would be required for  com(cid:173) plete  storage  of the  patterns.  Further,  the  perceptron  algorithm  takes  O(n2)  arithmetic operations  with  high  probability,  whereas  other  methods  such  as  linear  programming  takes  O(n3 .5 )  in  the  worst  case.  We also  indicate some mathematical connections  with  VLSI  circuit  testing and the theory  of random matrices.",0,https://papers.nips.cc/paper_files/paper/1989/file/20f07591c6fcb220ffe637cda29bb3f6-Paper.pdf
1989,Neuronal Group Selection Theory: A Grounding in Robotics,"Jim Donnett, Tim Smithers",2,"In this paper, we  discuss a current attempt at applying the organi(cid:173) zational principle  Edelman  calls  Neuronal  Group  Selection  to  the  control of a real,  two-link robotic  manipulator.  We begin by moti(cid:173) vating the need for  an alternative to the position-control paradigm  of classical robotics,  and suggest  that a  possible avenue  is  to look  at the primitive animal limb 'neurologically ballistic' control mode.  We  have  been  considering  a  selectionist  approach to coordinating  a  simple perception-action task. ",0,https://papers.nips.cc/paper_files/paper/1989/file/274ad4786c3abca69fa097b85867d9a4-Paper.pdf
1989,Dimensionality Reduction and Prior Knowledge in E-Set Recognition,"Kevin Lang, Geoffrey E. Hinton",2,"It is  well known  that  when an  automatic  learning algorithm  is  applied  to a  fixed  corpus  of data,  the size of the corpus  places  an  upper bound  on  the  number  of degrees  of freedom  that  the  model  can  contain  if  it  is  to generalize  well.  Because  the  amount  of hardware  in  a  neural  network  typically  increases  with  the  dimensionality  of  its  inputs,  it  can be challenging to build a high-performance network for classifying  large input patterns.  In this paper, several techniques for addressing this  problem  are  discussed  in  the context of an  isolated  word  recognition  task.",0,https://papers.nips.cc/paper_files/paper/1989/file/289dff07669d7a23de0ef88d2f7129e7-Paper.pdf
1989,A self-organizing multiple-view representation of 3D objects,"Daphna Weinshall, Shimon Edelman, Heinrich Bülthoff",3,"We demonstrate the ability of a two-layer network of thresholded  summation units to support representation of 3D objects in which  several distinct 2D views are stored for ea.ch object. Using unsu(cid:173) pervised Hebbian relaxation, the network learned to recognize ten  objects from different viewpoints. The training process led to the  emergence of compact representations of the specific input views.  When tested on novel views of the same objects, the network ex(cid:173) hibited a substantial generalization capability. In simulated psy(cid:173) chophysical experiments, the network's behavior was qualitatively  similar to that of human subjects. ",0,https://papers.nips.cc/paper_files/paper/1989/file/335f5352088d7d9bf74191e006d8e24c-Paper.pdf
1989,Associative Memory in a Simple Model of Oscillating Cortex,Bill Baird,1,"A  generic  model  of oscillating  cortex,  which  assumes  ""minimal""  coupling justified by known anatomy, is shown to function as an as(cid:173) sociative memory, using previously developed  theory.  The network  has  explicit  excitatory  neurons  with  local  inhibitory  interneuron  feedback  that forms  a  set of nonlinear oscillators coupled  only by  long range excitatofy connections.  Using a local Hebb-like learning  rule for  primary and higher order synapses  at the ends of the long  range  connections,  the  system  learns  to store  the  kinds  of oscil(cid:173) lation amplitude patterns observed  in olfactory  and  visual  cortex.  This  rule  is  derived  from  a  more  general  ""projection  algorithm""  for recurrent  analog networks, that analytically guarantees content  addressable  memory  storage  of continuous  periodic  sequences  - capacity:  N /2  Fourier  components for  an  N  node  network  - ""spurious""  attractors. ",0,https://papers.nips.cc/paper_files/paper/1989/file/3644a684f98ea8fe223c713b77189a77-Paper.pdf
1989,Adjoint Operator Algorithms for Faster Learning in Dynamical Neural Networks,"Jacob Barhen, Nikzad Toomarian, Sandeep Gulati",3,"A  methodology for  faster supervised learning in  dynamical nonlin(cid:173) ear neural networks is  presented.  It exploits the concept  of adjoint  operntors  to  enable  computation  of changes  in  the  network's  re(cid:173) sponse due to perturbations in all system parameters,  using the so(cid:173) lution of a single set of appropriately constructed  linear equations.  The  lower  bound  on  speedup  per  learning  iteration  over  conven(cid:173) tional methods for  calculating the neuromorphic energy gradient is  O(N2),  where  N  is  the number  of neurons  in  the network.",0,https://papers.nips.cc/paper_files/paper/1989/file/36660e59856b4de58a219bcf4e27eba3-Paper.pdf
1989,Computer Simulation of Oscillatory Behavior in Cerebral Cortical Networks,"Matthew Wilson, James Bower",2,"It has been known for  many years that specific regions of the work(cid:173) ing cerebral cortex display periodic variations in correlated cellular  activity.  While the olfactory system has  been the focus  of much of  this  work,  similar  behavior  has  recently  been observed  in  primary  visual  cortex.  We  have  developed  models  of  both  the  olfactory  and  visual  cortex which  replicate  the observed  oscillatory  proper(cid:173) ties of these  networks.  Using  these  models  we  have  examined  the  dependence of oscillatory behavior on single cell properties and net(cid:173) work  architectures.  We  discuss the idea that  the oscillatory  events  recorded from  cerebral cortex may  be intrinsic  to the architecture  of cerebral  cortex  as  a  whole,  and  that  these  rhythmic  patterns  may be important in coordinating neuronal activity during sensory  processmg.",0,https://papers.nips.cc/paper_files/paper/1989/file/38db3aed920cf82ab059bfccbd02be6a-Paper.pdf
1989,Coupled Markov Random Fields and Mean Field Theory,"Davi Geiger, Federico Girosi",2,"Federico  Girosi  Artificial Intelligence  Laboratory,  MIT  545  Tech.  Sq.  #  788  Cambridge, MA 02139 ",0,https://papers.nips.cc/paper_files/paper/1989/file/39059724f73a9969845dfe4146c5660e-Paper.pdf
1989,Pulse-Firing Neural Chips for Hundreds of Neurons,"Michael Brownlow, Lionel Tarassenko, Alan Murray, Alister Hamilton, Il Han, H. Reekie",6,"We  announce  new  CMOS  synapse  circuits  using  only  three  and four  MOSFETsisynapse.  Neural states are asynchronous  pulse  streams,  upon  which  arithmetic  is  performed  directly.  Chips  implementing  over  100  fully  programmable  synapses  are  described  and  projections  to  networks  of  hundreds  of  neurons are made. ",0,https://papers.nips.cc/paper_files/paper/1989/file/3b8a614226a953a8cd9526fca6fe9ba5-Paper.pdf
1989,Rule Representations in a Connectionist Chunker,"David Touretzky, Gillette Elvgreen",2,"We  present  two  connectionist  architectures  for  chunking  of symbolic  rewrite rules.  One uses backpropagation learning, the other competitive  learning.  Although  they  were  developed  for  chunking  the  same  sorts  of rules,  the  two  differ  in  their  representational  abilities  and  learning  behaviors.",0,https://papers.nips.cc/paper_files/paper/1989/file/45fbc6d3e05ebd93369ce542e8f2322d-Paper.pdf
1989,A Neural Network for Real-Time Signal Processing,Donald Malkoff,1,"This paper describes a  neural network algorithm that (1)  performs  temporal pattern matching in real-time, (2)  is trained on-line, with  a single pass,  (3)  requires only a single template for training of each  representative  class,  (4)  is  continuously  adaptable  to  changes  in  background noise, (5) deals with transient signals having low signal(cid:173) to-noise ratios,  (6) works in the presence of non-Gaussian noise,  (7)  makes use of context dependencies and (8) outputs Bayesian proba(cid:173) bility estimates.  The algorithm has been adapted to the problem of  passive sonar signal detection and classification.  It runs on a  Con(cid:173) nection  Machine  and  correctly  classifies,  within  500  ms  of onset,  signals embedded in noise and subject to considerable uncertainty.",0,https://papers.nips.cc/paper_files/paper/1989/file/46ba9f2a6976570b0353203ec4474217-Paper.pdf
1989,Speaker Independent Speech Recognition with Neural Networks and Speech Knowledge,"Yoshua Bengio, Renato de Mori, Régis Cardin",3,"We  attempt to  combine neural  networks with  knowledge  from  speech  science to build  a speaker independent speech recogni(cid:173) tion  system.  This  knowledge  is  utilized  in  designing  the  preprocessing,  input coding, output coding,  output supervision  and  architectural  constraints.  To  handle  the  temporal  aspect  of speech we  combine  delays,  copies  of activations  of hidden  and  output  units  at  the  input  level,  and  Back-Propagation  for  Sequences  (BPS),  a  learning algorithm for networks with  local  self-loops.  This  strategy  is  demonstrated  in  several  experi(cid:173) ments,  in  particular  a  nasal  discrimination  task  for  which  the  application  of  a  speech  theory  hypothesis  dramatically  im(cid:173) proved generalization.",0,https://papers.nips.cc/paper_files/paper/1989/file/4734ba6f3de83d861c3176a6273cac6d-Paper.pdf
1989,Analytic Solutions to the Formation of Feature-Analysing Cells of a Three-Layer Feedforward Visual Information Processing Neural Net,Dun-Sung Tang,1,Analytic  solutions  to  the  information-theoretic  evolution  equa(cid:173) tion of the connection strength of a three-layer feedforward neural  net  for  visual information processing  are  presented.  The results  are  (1)  the  receptive  fields  of the  feature-analysing  cells  corre(cid:173) spond to the eigenvector of the maximum eigenvalue of the Fred(cid:173) holm integral equation of the first  kind derived from the evolution  equation  of  the  connection  strength;  (2)  a  symmetry-breaking  mechanism  (parity-violation)  has  been  identified  to  be  respon(cid:173) sible  for  the  changes  of  the  morphology  of  the  receptive  field;  (3)  the conditions for  the formation of different  morphologies are  explicitly identified.,0,https://papers.nips.cc/paper_files/paper/1989/file/48aedb8880cab8c45637abc7493ecddd-Paper.pdf
1989,An Analog VLSI Model of Adaptation in the Vestibulo-Ocular Reflex,"Stephen DeWeerth, Carver Mead",2,"The vestibulo-ocular reflex (VOR)  is  the primary mechanism that  controls the compensatory eye movements that stabilize retinal im(cid:173) ages during rapid head motion.  The primary pathways of this sys(cid:173) tem are feed-forward,  with inputs from  the semicircular canals and  outputs  to  the  oculomotor system.  Since  visual  feedback  is  not  used  directly  in  the  VOR  computation,  the  system  must  exploit  motor learning to perform correctly.  Lisberger(1988) has proposed  a  model for  adapting the  VOR gain  using  image-slip  information  from  the  retina.  We  have  designed  and  tested  analog  very  large(cid:173) scale integrated (VLSI) circuitry that implements a  simplified ver(cid:173) sion of Lisberger's adaptive VOR model.",0,https://papers.nips.cc/paper_files/paper/1989/file/502e4a16930e414107ee22b6198c578f-Paper.pdf
1989,A Reconfigurable Analog VLSI Neural Network Chip,"Srinagesh Satyanarayana, Yannis Tsividis, Hans Graf",3,"1024 distributed-neuron synapses have been integrated in an active  area of 6.1mm  x  3.3mm using  a 0.9p.m,  double-metal,  single-poly,  n-well CMOS  technology.  The distributed-neuron synapses are ar(cid:173) ranged in blocks of 16, which we call '4  x  4 tiles'.  Switch matrices  are  interleaved between each of these  tiles  to provide programma(cid:173) bility of interconnections.  With a small area overhead (15  %),  the  1024  units  of the  network can  be rearranged  in various  configura(cid:173) tions.  Some of the possible configurations are, a  12-32-12  network,  a  16-12-12-16  network, two 12-32  networks etc.  (the numbers sep(cid:173) arated  by dashes indicate the number of units per layer, including  the  input  layer).  Weights  are  stored  in  analog  form  on  MaS  ca(cid:173) pacitors.  The synaptic weights  are  usable to a  resolution  of 1 % of  their full  scale  value.  The limitation arises  due  to charge injection  from  the access  switch and  charge leakage.  Other  parameters like  gain and shape of nonlinearity are also programmable.",0,https://papers.nips.cc/paper_files/paper/1989/file/539fd53b59e3bb12d203f45a912eeaf2-Paper.pdf
1989,Handwritten Digit Recognition with a Back-Propagation Network,"Yann LeCun, Bernhard Boser, John Denker, Donnie Henderson, R. Howard, Wayne Hubbard, Lawrence Jackel",7,"We present an application of back-propagation networks to hand(cid:173) written digit recognition. Minimal preprocessing of the data was  required, but architecture of the network was highly constrained  and specifically designed for the task. The input of the network  consists of normalized images of isolated digits. The method has  1 % error rate and about a 9% reject rate on zipcode digits provided  by the U.S. Postal Service.",0,https://papers.nips.cc/paper_files/paper/1989/file/53c3bce66e43be4f209556518c2fcb54-Paper.pdf
1989,Digital-Analog Hybrid Synapse Chips for Electronic Neural Networks,"Alexander Moopenn, T. Duong, A. Thakoor",3,Requests for name changes in the electronic proceedings will be accepted with no questions asked.  However name changes may cause bibliographic tracking issues.  Authors are asked to consider this carefully and discuss it with their co-authors prior to requesting a name change in the electronic proceedings.,0,https://papers.nips.cc/paper_files/paper/1989/file/555d6702c950ecb729a966504af0a635-Paper.pdf
1989,Computational Efficiency: A Common Organizing Principle for Parallel Computer Maps and Brain Maps?,"Mark Nelson, James Bower",2,"It is  well-known  that  neural  responses  in  particular  brain  regions  are  spatially  organized,  but  no  general  principles  have  been  de(cid:173) veloped  that  relate  the structure of a  brain  map  to  the nature of  the associated computation.  On parallel computers, maps of a sort  quite similar to brain maps arise when a computation is distributed  across  multiple  processors.  In  this  paper  we  will  discuss  the rela(cid:173) tionship  between  maps and computations on these  computers and  suggest how similar considerations might also apply to maps in the  brain.",0,https://papers.nips.cc/paper_files/paper/1989/file/577ef1154f3240ad5b9b413aa7346a1e-Paper.pdf
1989,A Cost Function for Internal Representations,"Anders Krogh, C. Thorbergsson, John Hertz",3,We  introduce  a  cost  function  for  learning  in  feed-forward  neural  networks  which  is  an  explicit  function  of the  internal representa(cid:173) tion  in  addition  to  the  weights.  The  learning  problem  can  then  be formulated  as two simple perceptrons and  a  search for  internal  representations.  Back-propagation  is  recovered  as  a  limit.  The  frequency  of successful  solutions  is  better for  this  algorithm than  for  back-propagation when  weights and hidden  units  are  updated  on the same timescale i.e.  once  every learning step.,0,https://papers.nips.cc/paper_files/paper/1989/file/57aeee35c98205091e18d1140e9f38cf-Paper.pdf
1989,HMM Speech Recognition with Neural Net Discrimination,"William Huang, Richard P. Lippmann",2,"Two approaches were explored which integrate neural net classifiers  with  Hidden  Markov  Model  (HMM)  speech  recognizers.  Both  at(cid:173) tempt to improve speech pattern discrimination while retaining the  temporal processing advantages of HMMs.  One approach used neu(cid:173) ral nets to provide second-stage discrimination following an HMM  recognizer.  On  a  small  vocabulary  task,  Radial  Basis  Function  (RBF)  and  back-propagation  neural  nets  reduced  the  error  rate  substantially (from 7.9% to 4.2% for the RBF classifier).  In a larger  vocabulary task, neural net classifiers did not reduce the error rate.  They, however,  outperformed Gaussian, Gaussian mixture, and k(cid:173) nearest  neighbor  (KNN)  classifiers.  In  another  approach,  neural  nets  functioned  as  low-level  acoustic-phonetic  feature  extractors.  When  classifying  phonemes  based on single  10  msec.  frames,  dis(cid:173) criminant  RBF  neural  net  classifiers outperformed  Gaussian mix(cid:173) ture  classifiers.  Performance,  however,  differed  little when  classi(cid:173) fying  phones  by  accumulating scores  across  all frames  in phonetic  segments using  a single node HMM  recognizer. ",0,https://papers.nips.cc/paper_files/paper/1989/file/58a2fc6ed39fd083f55d4182bf88826d-Paper.pdf
