Year,Title,Authors,Number of authors,Abstract,Citations,Paper file
1991,Extracting and Learning an Unknown Grammar with Recurrent Neural Networks,"C. L. Giles, C. B. Miller, D. Chen, G. Z. Sun, H. H. Chen, Y. C. Lee",6,"Simple secood-order recurrent netwoIts are shown to readily learn sman brown  regular grammars when trained with positive and negative strings examples. We  show that similar methods are appropriate for learning unknown grammars from  examples of their strings. TIle training algorithm is an incremental real-time, re(cid:173) current learning (RTRL) method that computes the complete gradient and updates  the weights at the end of each string. After or during training. a dynamic clustering  algorithm extracts the production rules that the neural network has learned.. TIle  methods are illustrated by extracting rules from unknown deterministic regular  grammars. For many cases the extracted grammar outperforms the neural net from  which it was extracted in correctly classifying unseen strings.",0,https://papers.nips.cc/paper_files/paper/1991/file/15de21c670ae7c3f6f3f1f37029303c9-Paper.pdf
1991,Network activity determines spatio-temporal integration in single cells,"Öjvind Bernander, Christof Koch, Rodney Douglas",3,"Single nerve cells with static properties have traditionally been viewed  as the building blocks for networks that show emergent phenomena. In  contrast to this approach, we study here how the overall network activity  can control single cell parameters such as input resistance, as well as time  and space constants, parameters that are crucial for excitability and spatio(cid:173) temporal integration. Using detailed computer simulations of neocortical  pyramidal cells, we show that the spontaneous background firing of the  network provides a means for setting these parameters. The mechanism  for this control is through the large conductance change of the membrane  that is induced by both non-NMDA and NMDA excitatory and inhibitory  synapses activated by the spontaneous background activity.",0,https://papers.nips.cc/paper_files/paper/1991/file/16c222aa19898e5058938167c8ab6c57-Paper.pdf
1991,Image Segmentation with Networks of Variable Scales,"Hans Graf, Craig Nohl, Jan Ben",3,"We  developed  a  neural  net  architecture  for  segmenting  complex  images, i.e.,  to localize two-dimensional geometrical shapes in a scene,  without  prior knowledge  of the  objects'  positions  and  sizes.  A  scale  variation is built into the network  to deal with varying sizes.  This algo(cid:173) rithm  has  been  applied  to  video  images  of railroad  cars,  to  find  their  identification  numbers.  Over  95%  of  the  characlers  were  located  correctly in a data base of 300 images, despile a large variation in light(cid:173) ing  conditions and  often a poor quality of the characters.  A part of the  network  is executed  on  a processor board containing an  analog  neural  net chip (Graf et aI.  1991). while the rest is  implemented as  a software  model on a workstation or a digital signal processor.",0,https://papers.nips.cc/paper_files/paper/1991/file/1728efbda81692282ba642aafd57be3a-Paper.pdf
1991,Decoding of Neuronal Signals in Visual Pattern Recognition,"Emad Eskandar, Barry Richmond, John Hertz, Lance Optican, Troels Kjær",5,"We  have  investigated  the  properties of neurons  in  inferior  temporal  (IT)  cortex  in  monkeys  performing  a  pattern  matching  task.  Simple  back(cid:173) propagation  networks  were  trained  to  discriminate  the  various  stimulus  conditions on  the  basis  of the  measured  neuronal signal.  We  also trained  networks to predict the neuronal response waveforms from the spatial pat(cid:173) terns of the stimuli.  The  results  indicate  t.hat  IT neurons convey  tempo(cid:173) rally  encoded  information  about  both current  and  remembered  patterns,  as well  as  about  their  behavioral context.",0,https://papers.nips.cc/paper_files/paper/1991/file/1a5b1e4daae265b790965a275b53ae50-Paper.pdf
1991,Analog LSI Implementation of an Auto-Adaptive Network for Real-Time Separation of Independent Signals,"Marc Cohen, Philippe Pouliquen, Andreas Andreou",3,Requests for name changes in the electronic proceedings will be accepted with no questions asked.  However name changes may cause bibliographic tracking issues.  Authors are asked to consider this carefully and discuss it with their co-authors prior to requesting a name change in the electronic proceedings.,0,https://papers.nips.cc/paper_files/paper/1991/file/1bb91f73e9d31ea2830a5e73ce3ed328-Paper.pdf
1991,Learning in Feedforward Networks with Nonsmooth Functions,"Nicholas Redding, T. Downs",2,"This paper is concerned with the problem of learning in networks where some  or all of the functions involved are not smooth. Examples of such networks are  those whose neural transfer functions are piecewise-linear and those whose error  function is defined in terms of the 100 norm.  Up to now, networks whose neural transfer functions are piecewise-linear have  received very little consideration in the literature, but the possibility of using an  error function defined in terms of the 100 norm has received some attention. In  this latter work, however, the problems that can occur when gradient methods are  used for non smooth error functions have not been addressed.  In this paper we draw upon some recent results from the field of nonsmooth  optimization (NSO) to present an algorithm for the non smooth case. Our moti(cid:173) vation for this work arose out of the fact that we have been able to show that,  in backpropagation, an error function based upon the 100 norm overcomes the  difficulties which can occur when using the 12 norm.",0,https://papers.nips.cc/paper_files/paper/1991/file/1be3bc32e6564055d5ca3e5a354acbef-Paper.pdf
1991,Constructing Proofs in Symmetric Networks,Gadi Pinkus,1,"This paper considers the problem of expressing predicate calculus in con(cid:173) nectionist networks that are based  on energy minimization.  Given a  first(cid:173) order-logic  knowledge  base and a  bound  k,  a  symmetric  network is  con(cid:173) structed  (like a  Boltzman  machine  or a  Hopfield  network)  that searches  for  a  proof for  a  given  query.  If a  resolution-based  proof of length  no  longer  than k  exists,  then the global  minima of the energy function  that  is  associated  with  the  network represent such  proofs.  The  network  that  is  generated  is  of size  cubic  in  the bound  k  and  linear in the  knowledge  size.  There are no restrictions on the type of logic  formulas  that can be  represented.  The network  is  inherently fault  tolerant and  can cope with  inconsistency and nonmonotonicity.",0,https://papers.nips.cc/paper_files/paper/1991/file/2050e03ca119580f74cca14cc6e97462-Paper.pdf
1991,A Weighted Probabilistic Neural Network,David Montana,1,"The Probabilistic Neural Network (PNN) algorithm represents the likeli(cid:173) hood function of a given class as the sum of identical, isotropic Gaussians.  In practice, PNN is often an excellent pattern classifier, outperforming  other classifiers including backpropagation. However, it. is not. robust with  respect to affine transformations of feature space, and this can lead to  poor performance on certain data. We have derived an extension of PNN  called Weighted PNN (WPNN) which compensates for this flaw by allow(cid:173) ing anisotropic Gaussians, i.e. Gaussians whose covariance is not a mul(cid:173) tiple of the identity matrix. The covariance is optimized using a genetic  algorithm, some interesting features of which are its redundant, logarith(cid:173) mic encoding and large population size. Experimental results validate our  claims.",0,https://papers.nips.cc/paper_files/paper/1991/file/218a0aefd1d1a4be65601cc6ddc1520e-Paper.pdf
1991,Shooting Craps in Search of an Optimal Strategy for Training Connectionist Pattern Classifiers,"J. B. Hampshire II, B. Kumar",2,We compare two strategies for training connectionist (as well as non(cid:173) connectionist) models for statistical pattern recognition. The probabilistic strat(cid:173) egy is based on the notion that Bayesian discrimination (i.e .• optimal classifica(cid:173) tion) is achieved when the classifier learns the a posteriori class distributions of  the random feature vector. The differential strategy is based on the notion that  the identity of the largest class a posteriori probability of the feature vector is  all that is needed to achieve Bayesian discrimination. Each strategy is directly  linked to a family of objective functions that can be used in the supervised training  procedure. We prove that the probabilistic strategy - linked with error measure  objective functions such as mean-squared-error and cross-entropy - typically  used to train classifiers necessarily requires larger training sets and more complex  classifier architectures than those needed to approximate the Bayesian discrim(cid:173) linked  inant function.  In contrast. we prove that the differential strategy - with classificationfigure-of-merit objective functions (CF'MmoIlO) [3] - requires  the minimum classifier functional complexity and the fewest training examples  necessary to approximate the Bayesian discriminant function with specified pre(cid:173) cision (measured in probability of error). We present our proofs in the context of  a game of chance in which an unfair C-sided die is tossed repeatedly. We show  that this rigged game of dice is a paradigm at the root of all statistical pattern  recognition tasks. and demonstrate how a simple extension of the concept leads  us to a general information-theoretic model of sample complexity for statistical  pattern recognition.,0,https://papers.nips.cc/paper_files/paper/1991/file/250cf8b51c773f3f8dc8b4be867a9a02-Paper.pdf
1991,Multimodular Architecture for Remote Sensing Operations.,"Sylvie Thiria, Carlos Mejia, Fouad Badran, Michel Crépon",4,"This paper deals with an application of Neural Networks to satellite  remote sensing observations. Because of the complexity of the  application and the large amount of data, the problem cannot be solved  by using a single method. The solution we propose is to build multi(cid:173) modules NN architectures where several NN cooperate together. Such  system suffer from generic problem for whom we propose solutions.  They allow to reach accurate performances for multi-valued function  approximations and probability estimations. The results are compared  with six other methods which have been used for this problem. We  show that the methodology we have developed is general and can be  used for a large variety of applications.",0,https://papers.nips.cc/paper_files/paper/1991/file/258be18e31c8188555c2ff05b4d542c3-Paper.pdf
1991,Learning in the Vestibular System: Simulations of Vestibular Compensation Using Recurrent Back-Propagation,Thomas Anastasio,1,"Vestibular  compensation  is  the  process  whereby  normal  functioning  is  regained  following  destruction  of  one  member  of  the  pair  of  peripheral  vestibular  receptors.  Compensation  was  simulated  by  lesioning  a  dynamic  neural  network  model  of the  vestibulo~ular reflex  (VOR)  and  retraining  it  using  recurrent back-propagation.  The model reproduced the pattern of VOR  neuron activity  experimentally observed  in compensated animals,  but only  if  connections  heretofore  considered  uninvolved  were  allowed  to  be  plastic.  Because  the  model  incorporated  nonlinear  units,  it  was  able  to  reconcile  previously conflicting, linear analyses of experimental  results on the dynamic  properties of VOR neurons in normal and compensated animals. ",0,https://papers.nips.cc/paper_files/paper/1991/file/25ddc0f8c9d3e22e03d3076f98d83cb2-Paper.pdf
1991,Repeat Until Bored: A Pattern Selection Strategy,Paul Munro,1,"An alternative to the typical technique of selecting  training examples  independently from a fixed distribution is fonnulated and analyzed, in  which the current example is presented repeatedly until the error for that  item is reduced to  some criterion value,  ~; then,  another  item  is ran(cid:173) domly selected.  The convergence time can be dramatically increased or  decreased by this heuristic, depending on the task, and is very sensitive  to the value of ~.",0,https://papers.nips.cc/paper_files/paper/1991/file/26337353b7962f533d78c762373b3318-Paper.pdf
1991,Refining PID Controllers using Neural Networks,"Gary Scott, Jude Shavlik, W. Ray",3,"The KBANN approach uses neural networks to refine knowledge that can  be written in the form of simple propositional rules. We extend this idea  further by presenting the MANNCON algorithm by which the mathematical  equations governing a PID controller determine the topology and initial  weights of a network, which is further trained using backpropagation. We  apply this method to the task of controlling the outflow and temperature  of a water tank, producing statistically-significant gains in accuracy over  both a standard neural network approach and a non-learning PID con(cid:173) troller. Furthermore, using the PID knowledge to initialize the weights of  the network produces statistically less variation in testset accuracy when  compared to networks initialized with small random numbers.",0,https://papers.nips.cc/paper_files/paper/1991/file/285e19f20beded7d215102b49d5c09a0-Paper.pdf
1991,A Cortico-Cerebellar Model that Learns to Generate Distributed Motor Commands to Control a Kinematic Arm,"N. Berthier, S. P. Singh, A. G. Barto, J. C. Houk",4,"A neurophysiologically-based model is presented that controls a simulated  kinematic arm during goal-directed reaches. The network generates a  quasi-feedforward motor command that is learned using training signals  generated by corrective movements. For each target, the network selects  and sets the output of a subset of pattern generators. During the move(cid:173) ment, feedback from proprioceptors turns off the pattern generators. The  task facing individual pattern generators is to recognize when the arm  reaches the target and to turn off. A distributed representation of the mo(cid:173) tor command that resembles population vectors seen in vivo was produced  naturally by these simulations.",0,https://papers.nips.cc/paper_files/paper/1991/file/298f95e1bf9136124592c8d4825a06fc-Paper.pdf
1991,Linear Operator for Object Recognition,"Ronen Basri, Shimon Ullman",2,"Visual  object  recognition  involves  the  identification of images of 3-D  ob(cid:173) jects seen  from  arbitrary  viewpoints.  We  suggest  an  approach  to object  recognition  in  which  a  view  is  represented  as  a  collection  of points  given  by their location in the image.  An object is  modeled by a set of 2-D views  together  with  the  correspondence  between  the  views.  We show that  any  novel  view  of the  object  can  be expressed  as a  linear  combination  of the  stored  views.  Consequently,  we  build  a  linear operator that  distinguishes  between views of a specific object and views of other objects.  This opera(cid:173) tor can be implemented using neural network architectures with relatively  simple structures.",0,https://papers.nips.cc/paper_files/paper/1991/file/2b8a61594b1f4c4db0902a8a395ced93-Paper.pdf
1991,Learning Unambiguous Reduced Sequence Descriptions,Jürgen Schmidhuber,1,"Do you  want  your  neural  net  algorithm  to learn  sequences?  Do not lim(cid:173) it  yourself to  conventional  gradient  descent  (or  approximations  thereof).  Instead,  use  your sequence  learning  algorithm  (any will  do)  to implement  the  following  method  for  history  compression.  No  matter  what  your  fi(cid:173) nal goals  are,  train  a  network  to predict  its next input from  the  previous  ones.  Since  only  unpredictable  inputs  convey  new  information, ignore  all  predictable  inputs  but let  all  unexpected  inputs  (plus  information  about  the  time  step  at  which  they  occurred)  become  inputs  to  a  higher-level  network of the same kind  (working on a  slower,  self-adjusting  time scale).  Go on  building  a  hierarchy  of such  networks.  This  principle  reduces  the  descriptions  of event  sequences  without  1088  of information,  thus  easing  supervised  or  reinforcement  learning  tasks.  Alternatively,  you  may  use  two recurrent  networks  to collapse  a  multi-level  predictor hierarchy  into a  single  recurrent  net.  Experiments  show  that systems based on  these prin(cid:173) ciples  can require less  computation per  time step and many fewer  training  sequences  than conventional training algorithms for  recurrent  nets.  Final(cid:173) ly you can modify the above method such that predictability is not defined  in  a  yes-or-no fashion  but in a  continuous fashion.",0,https://papers.nips.cc/paper_files/paper/1991/file/2bb232c0b13c774965ef8558f0fbd615-Paper.pdf
1991,Dynamically-Adaptive Winner-Take-All Networks,Trent Lange,1,"Winner-Take-All  (WTA)  networks.  in  which  inhibitory  interconnec(cid:173) tions are used to determine the most highly-activated of a pool of unilS.  are an important part of many  neural network models.  Unfortunately,  convergence of normal  WT A networks  is  extremely  sensitive  to  the  magnitudes of their weights, which must be hand-tuned and which gen(cid:173) erally  only  provide  the  right amount of inhibition across a relatively  small  range of initial  conditions.  This  paper  presents Dynamjcally(cid:173) Adaptive Winner-Telke-All  (DA WTA)  netw
",0,https://papers.nips.cc/paper_files/paper/1991/file/2d6cc4b2d139a53512fb8cbb3086ae2e-Paper.pdf
1991,Some Approximation Properties of Projection Pursuit Learning Networks,"Ying Zhao, Christopher Atkeson",2,This paper will address an important question in machine learning:  What  kind  of network architectures  work  better on  what  kind  of problems?  A  projection pursuit  learning  network  has  a  very similar  structure to a  one  hidden  layer  sigmoidal  neural  network.  A  general  method  based  on  a  continuous  version  of projection  pursuit  regression  is  developed  to  show  that  projection  pursuit  regression  works  better  on angular  smooth func(cid:173) tions  than on  Laplacian  smooth functions.  There exists  a  ridge  function  approximation  scheme  to  avoid  the  curse  of dimensionality  for  approxi(cid:173) mating functions  in  L2(¢d).,0,https://papers.nips.cc/paper_files/paper/1991/file/2f55707d4193dc27118a0f19a1985716-Paper.pdf
1991,Unsupervised learning of distributions on binary vectors using two layer networks,"Yoav Freund, David Haussler",2,We study a particular type of Boltzmann machine with a bipartite graph structure called a harmo(cid:173) nium. Our interest is in using such a machine to model a probability distribution on binary input  vectors. We analyze the class of probability distributions that can be modeled by such machines.  showing that for each n ~ 1 this class includes arbitrarily good appwximations to any distribution  on the set of all n-vectors of binary inputs. We then present two learning algorithms for these  machines .. The first learning algorithm is the standard gradient ascent heuristic for computing  maximum likelihood estimates for the parameters (i.e. weights and thresholds) of the modeL Here  we give a closed form for this gradient that is significantly easier to compute than the corresponding  gradient for the general Boltzmann machine . The second learning algorithm is a greedy method  that creates the hidden units and computes their weights one at a time. This method is a variant  of the standard method for projection pursuit density estimation . We give experimental results for  these learning methods on synthetic data and natural data from the domain of handwritten digits.,0,https://papers.nips.cc/paper_files/paper/1991/file/33e8075e9970de0cfea955afd4644bb2-Paper.pdf
1991,Best-First Model Merging for Dynamic Learning and Recognition,Stephen Omohundro,1,"""Best-first  model  merging""  is  a  general  technique  for  dynamically  choosing  the  structure of a  neural  or related  architecture while avoid(cid:173) ing  overfitting.  It is  applicable  to both  leaming  and  recognition  tasks  and often generalizes significantly better than fixed structures. We dem(cid:173) onstrate the approach applied to the tasks of choosing radial basis func(cid:173) tions for function  learning, choosing  local  affine models  for  curve and  constraint surface modelling, and choosing the structure of a balltree or  bumptree to maximize efficiency of access. ",0,https://papers.nips.cc/paper_files/paper/1991/file/35051070e572e47d2c26c241ab88307f-Paper.pdf
1991,Neural Computing with Small Weights,"Kai-Yeung Siu, Jehoshua Bruck",2,"An important issue in neural computation is the dynamic range of weights  in  the  neural  networks.  Many  experimental  results  on  learning  indicate  that  the  weights  in  the  networks  can  grow  prohibitively  large  with  the  size  of the  inputs.  Here  we  address  this  issue  by  studying  the  tradeoffs  between  the  depth  and  the  size  of weights  in  polynomial-size  networks  of linear  threshold  elements  (LTEs).  We  show  that  there  is  an  efficient  way  of simulating  a  network  of LTEs  with  large  weights  by  a  network  of LTEs  with  small weights.  In  particular,  we  prove  that  every  depth-d,  polynomial-size network  of LTEs  with  exponentially  large  integer  weights  can  be  simulated  by  a  depth-(2d + 1),  polynomial-size network  of LTEs  with  polynomially  bounded  integer  weights.  To  prove  these  results,  we  use  tools from  harmonic analysis of Boolean  functions.  Our  technique  is  quite  general,  it  provides  insights  to some other  problems.  For  example,  we  are  able to improve the  best  known  results  on  the  depth  of a  network  of linear  threshold  elements  that  computes the  COM PARI SO N,  SUM  and  PRO DU CT of two  n-bits  numbers,  and  the  MAX 1M U M  and  the  SORTING of n  n-bit numbers.",0,https://papers.nips.cc/paper_files/paper/1991/file/37f0e884fbad9667e38940169d0a3c95-Paper.pdf
1991,A Segment-Based Automatic Language Identification System,"Yeshwant Muthusamy, Ronald Cole",2,"We have developed  a four-language automatic language identification sys(cid:173) tem  for  high-quality  speech.  The  system  uses  a  neural  network-based  segmentation algorithm to segment speech  into seven  broad phonetic cat(cid:173) egories.  Phonetic  and prosodic features  computed on  these  categories  are  then  input to a  second  network that performs the language classification.  The system was trained  and tested on separate sets  of speakers of Ameri(cid:173) can English, Japanese, Mandarin Chinese and Tamil.  It currently performs  with  an accuracy  of 89.5% on  the utterances  of the test set.",0,https://papers.nips.cc/paper_files/paper/1991/file/38913e1d6a7b94cb0f55994f679f5956-Paper.pdf
1991,A Topographic Product for the Optimization of Self-Organizing Feature Maps,"Hans-Ulrich Bauer, Klaus Pawelzik, Theo Geisel",3,"Optimizing the performance of self-organizing feature maps like the Ko(cid:173) honen map involves the choice of the output space topology. We present  a topographic product which measures the preservation of neighborhood  relations as a criterion to optimize the output space topology of the map  with regard to the global dimensionality DA as well as to the dimensi(cid:173) ons in the individual directions. We test the topographic product method  not only on synthetic mapping examples, but also on speech data. In the  latter application our method suggests an output space dimensionality of  DA = 3, in coincidence with recent recognition results on the same data  set.",0,https://papers.nips.cc/paper_files/paper/1991/file/389bc7bb1e1c2a5e7e147703232a88f6-Paper.pdf
1991,Learning How to Teach or Selecting Minimal Surface Data,"Davi Geiger, Ricardo Pereira",2,"Learning a  map from an input set  to an output set is similar to the prob(cid:173) lem of reconstructing  hypersurfaces  from sparse  data (Poggio and  Girosi,  1990).  In this framework,  we  discuss  the  problem of automatically select(cid:173) ing  ""minimal""  surface  data.  The objective  is  to be  able to approximately  reconstruct  the  surface  from the selected  sparse  data.  We  show  that this  problem is  equivalent  to  the  one  of compressing  information by  data re(cid:173) moval and the one oflearning how to teach.  Our key step is to introduce a  process  that statistically selects  the data according  to the  model.  During  the process  of data selection  (learning how  to teach)  our system  (teacher)  is  capable  of predicting  the  new  surface,  the  approximated  one  provided  by  the  selected  data.  We  concentrate  on  piecewise  smooth surfaces,  e.g.  images,  and  use  mean field  techniques  to  obtain a  deterministic  network  that is shown to compress  image data. ",0,https://papers.nips.cc/paper_files/paper/1991/file/3a0772443a0739141292a5429b952fe6-Paper.pdf
1991,Visual Grammars and Their Neural Nets,Eric Mjolsness,1,I  exhibit  a  systematic  way  to  derive  neural  nets  for  vision  problems.  It  involves  formulating  a  vision  problem  as  Bayesian  inference  or  decision  on  a  comprehensive  model  of the  visual  domain given  by  a  probabilistic  grammar.,0,https://papers.nips.cc/paper_files/paper/1991/file/3cf166c6b73f030b4f67eeaeba301103-Paper.pdf
